order_id,customer_id,order_date,order_status,shipping_method,payment_method,subtotal,tax_amount,shipping_cost,discount_amount,total_amount,shipping_address,order_priority
1136,1538,2024-09-16,Completed,Overnight,Bank Transfer,641.94,51.36,8.76,26.96,675.1,"Address 1136, City, Country",Low
1137,1411,2025-05-09,Completed,Economy,Credit Card,258.14,20.65,24.68,43.74,259.73,"Address 1137, City, Country",Medium
1138,1362,2025-07-02,Completed,Overnight,Bank Transfer,502.29,40.18,17.46,58.62,501.31,"Address 1138, City, Country",Medium
1139,1772,2025-03-22,Completed,Express,Digital Wallet,59.43,4.75,24.37,8.93,79.62,"Address 1139, City, Country",Low
1140,871,2024-12-02,Cancelled,Express,PayPal,316.53,25.32,24.73,57.35,309.24,"Address 1140, City, Country",High
1141,1007,2024-12-07,Completed,Economy,Credit Card,503.38,40.27,17.09,67.32,493.42,"Address 1141, City, Country",High
1142,1783,2025-05-29,Shipped,Economy,PayPal,149.19,11.94,10.34,15.99,155.48,"Address 1142, City, Country",Medium
1143,1759,2024-11-24,Completed,Economy,Credit Card,62.29,4.98,8.6,4.26,71.61,"Address 1143, City, Country",Medium
1144,756,2024-12-18,Completed,Standard,Digital Wallet,832.49,66.6,11.88,70.96,840.0,"Address 1144, City, Country",Low
1145,721,2025-03-12,Returned,Overnight,PayPal,379.17,30.33,22.22,4.09,427.64,"Address 1145, City, Country",Low
1146,293,2024-09-26,Completed,Economy,Credit Card,866.77,69.34,20.23,37.49,918.85,"Address 1146, City, Country",Medium
1147,1244,2025-05-18,Returned,Economy,Bank Transfer,81.29,6.5,10.47,7.58,90.69,"Address 1147, City, Country",Low
1148,465,2025-01-20,Completed,Standard,Digital Wallet,477.25,38.18,15.41,52.0,478.84,"Address 1148, City, Country",Medium
1149,226,2025-05-26,Completed,Economy,PayPal,985.43,78.83,10.78,154.94,920.1,"Address 1149, City, Country",Urgent
1150,784,2025-06-15,Completed,Economy,Bank Transfer,989.89,79.19,14.45,191.96,891.57,"Address 1150, City, Country",Low
1151,793,2025-05-21,Completed,Standard,PayPal,496.19,39.7,18.82,39.54,515.16,"Address 1151, City, Country",High
1152,1089,2024-10-06,Completed,Overnight,Bank Transfer,328.11,26.25,24.68,19.15,359.9,"Address 1152, City, Country",Low
1153,1488,2024-12-24,Completed,Overnight,Credit Card,992.26,79.38,16.53,69.67,1018.5,"Address 1153, City, Country",Low
1154,684,2025-02-11,Shipped,Standard,Credit Card,277.24,22.18,11.22,30.15,280.48,"Address 1154, City, Country",Low
1155,448,2025-03-14,Processing,Overnight,Digital Wallet,616.32,49.31,24.56,122.96,567.24,"Address 1155, City, Country",Medium
1156,841,2025-02-04,Completed,Standard,Credit Card,397.37,31.79,17.0,17.2,428.96,"Address 1156, City, Country",Low
1157,747,2025-03-21,Completed,Standard,PayPal,546.91,43.75,8.65,2.42,596.89,"Address 1157, City, Country",Urgent
1158,1789,2025-01-22,Completed,Overnight,Bank Transfer,718.07,57.45,10.05,130.84,654.72,"Address 1158, City, Country",Low
1159,38,2024-07-18,Shipped,Overnight,Bank Transfer,685.74,54.86,7.43,36.44,711.6,"Address 1159, City, Country",Medium
1160,517,2024-09-01,Completed,Overnight,Credit Card,930.62,74.45,19.04,77.06,947.06,"Address 1160, City, Country",Medium
1161,893,2025-01-23,Shipped,Overnight,Bank Transfer,369.95,29.6,17.76,61.27,356.03,"Address 1161, City, Country",High
1162,237,2024-12-12,Completed,Economy,Bank Transfer,732.46,58.6,12.43,88.81,714.67,"Address 1162, City, Country",Medium
1163,534,2025-04-29,Completed,Express,Digital Wallet,615.26,49.22,24.97,116.22,573.23,"Address 1163, City, Country",Low
1164,318,2024-12-14,Returned,Economy,Credit Card,344.88,27.59,14.42,16.15,370.74,"Address 1164, City, Country",Medium
1165,1628,2025-04-22,Completed,Overnight,Bank Transfer,882.22,70.58,6.03,53.11,905.71,"Address 1165, City, Country",Low
1166,1509,2025-03-12,Completed,Standard,Digital Wallet,435.96,34.88,12.79,42.6,441.03,"Address 1166, City, Country",Medium
1167,1101,2024-10-26,Completed,Express,Credit Card,786.12,62.89,22.09,66.1,804.99,"Address 1167, City, Country",Medium
1168,1378,2025-04-01,Shipped,Economy,PayPal,155.5,12.44,10.79,27.12,151.62,"Address 1168, City, Country",Low
1169,1515,2025-05-13,Completed,Express,PayPal,314.27,25.14,8.62,1.38,346.65,"Address 1169, City, Country",High
1170,952,2024-07-10,Completed,Standard,Credit Card,545.03,43.6,24.81,55.51,557.93,"Address 1170, City, Country",Low
1171,382,2024-07-07,Completed,Overnight,PayPal,713.67,57.09,20.16,117.49,673.45,"Address 1171, City, Country",Medium
1172,57,2024-10-04,Completed,Economy,Bank Transfer,800.85,64.07,24.25,23.83,865.33,"Address 1172, City, Country",High
1173,1297,2024-09-08,Processing,Overnight,Credit Card,188.23,15.06,13.73,24.65,192.37,"Address 1173, City, Country",Low
1174,115,2025-05-30,Completed,Overnight,Credit Card,82.08,6.57,15.32,9.76,94.21,"Address 1174, City, Country",Low
1175,715,2024-12-12,Completed,Standard,Bank Transfer,89.41,7.15,7.04,1.56,102.03,"Address 1175, City, Country",High
1176,1795,2024-11-15,Completed,Economy,Bank Transfer,474.96,38.0,24.01,20.02,516.94,"Address 1176, City, Country",Medium
1177,478,2024-11-05,Completed,Economy,Credit Card,606.96,48.56,10.07,99.28,566.31,"Address 1177, City, Country",Medium
1178,1230,2024-11-26,Shipped,Overnight,Credit Card,169.71,13.58,21.84,18.63,186.49,"Address 1178, City, Country",High
1179,1037,2025-01-10,Completed,Express,Bank Transfer,121.55,9.72,19.38,7.09,143.56,"Address 1179, City, Country",Medium
1180,1130,2025-04-06,Cancelled,Overnight,Bank Transfer,252.7,20.22,8.38,18.31,262.99,"Address 1180, City, Country",High
1181,1937,2024-12-15,Completed,Express,Credit Card,265.2,21.22,14.9,32.65,268.68,"Address 1181, City, Country",Low
1182,7,2025-01-28,Completed,Economy,Credit Card,401.38,32.11,6.6,11.09,428.99,"Address 1182, City, Country",Low
1183,1708,2024-09-18,Completed,Standard,PayPal,863.93,69.11,17.19,156.85,793.39,"Address 1183, City, Country",High
1184,1136,2024-10-07,Completed,Overnight,PayPal,714.28,57.14,24.71,10.74,785.39,"Address 1184, City, Country",Medium
1185,1943,2024-12-02,Completed,Standard,Bank Transfer,481.87,38.55,20.72,88.38,452.76,"Address 1185, City, Country",Medium
1186,15,2024-09-25,Completed,Standard,Credit Card,170.62,13.65,8.75,3.34,189.69,"Address 1186, City, Country",Low
1187,52,2024-10-09,Completed,Standard,Bank Transfer,851.93,68.15,23.54,83.06,860.57,"Address 1187, City, Country",Medium
1188,248,2025-05-22,Processing,Overnight,PayPal,919.34,73.55,12.84,79.85,925.88,"Address 1188, City, Country",Low
1189,1539,2024-07-18,Completed,Express,PayPal,312.4,24.99,9.83,52.39,294.83,"Address 1189, City, Country",Medium
1190,1546,2025-06-19,Completed,Economy,Bank Transfer,406.0,32.48,20.29,0.53,458.24,"Address 1190, City, Country",Medium
1191,17,2024-08-22,Processing,Overnight,Bank Transfer,662.41,52.99,23.14,75.04,663.51,"Address 1191, City, Country",Medium
1192,1942,2025-05-28,Completed,Economy,PayPal,461.4,36.91,18.1,63.67,452.75,"Address 1192, City, Country",Medium
1193,172,2024-07-06,Completed,Overnight,Bank Transfer,308.2,24.66,19.89,25.83,326.92,"Address 1193, City, Country",Low
1194,836,2024-12-10,Completed,Economy,Digital Wallet,315.25,25.22,15.92,23.64,332.75,"Address 1194, City, Country",Medium
1195,1524,2024-09-03,Processing,Overnight,Credit Card,697.21,55.78,24.72,131.44,646.27,"Address 1195, City, Country",Low
1196,975,2024-10-20,Returned,Economy,PayPal,420.88,33.67,6.42,48.47,412.51,"Address 1196, City, Country",Low
1197,600,2025-05-21,Shipped,Standard,PayPal,186.55,14.92,8.25,6.08,203.65,"Address 1197, City, Country",High
1198,753,2024-07-08,Processing,Standard,Credit Card,299.62,23.97,11.81,11.39,324.01,"Address 1198, City, Country",Medium
1199,599,2024-12-19,Completed,Economy,Credit Card,607.64,48.61,14.2,45.99,624.46,"Address 1199, City, Country",Medium
1200,1024,2025-01-30,Completed,Overnight,Credit Card,483.79,38.7,19.44,7.79,534.14,"Address 1200, City, Country",Low
1201,889,2024-07-19,Completed,Overnight,Credit Card,238.61,19.09,5.07,41.56,221.21,"Address 1201, City, Country",Medium
1202,1290,2025-05-14,Completed,Standard,PayPal,640.58,51.25,24.13,2.53,713.42,"Address 1202, City, Country",Low
1203,512,2025-05-04,Completed,Standard,Digital Wallet,642.86,51.43,13.94,117.07,591.16,"Address 1203, City, Country",Medium
1204,894,2025-05-17,Completed,Standard,Digital Wallet,453.6,36.29,10.39,78.2,422.07,"Address 1204, City, Country",Medium
1205,1680,2024-08-24,Completed,Overnight,Bank Transfer,347.41,27.79,5.68,56.32,324.56,"Address 1205, City, Country",Low
1206,667,2024-12-31,Completed,Express,Digital Wallet,864.76,69.18,22.95,105.53,851.37,"Address 1206, City, Country",Medium
1207,510,2025-06-26,Returned,Standard,PayPal,470.27,37.62,21.05,87.21,441.74,"Address 1207, City, Country",Low
1208,1251,2024-09-07,Completed,Standard,Credit Card,824.21,65.94,16.7,127.45,779.4,"Address 1208, City, Country",Low
1209,1310,2025-06-07,Completed,Standard,Bank Transfer,202.99,16.24,8.74,17.71,210.26,"Address 1209, City, Country",Low
1210,1551,2025-03-16,Completed,Express,PayPal,446.09,35.69,12.51,31.21,463.08,"Address 1210, City, Country",Low
1211,1165,2024-07-07,Completed,Overnight,Bank Transfer,923.43,73.87,15.18,55.03,957.44,"Address 1211, City, Country",Urgent
1212,1127,2024-11-23,Completed,Economy,Credit Card,326.4,26.11,17.03,50.61,318.93,"Address 1212, City, Country",Medium
1213,840,2025-04-10,Completed,Standard,Bank Transfer,439.86,35.19,15.75,23.6,467.2,"Address 1213, City, Country",Low
1214,1660,2024-09-16,Completed,Express,Credit Card,965.72,77.26,17.49,33.44,1027.02,"Address 1214, City, Country",Low
1215,1369,2025-06-21,Completed,Express,Credit Card,494.79,39.58,23.26,56.21,501.41,"Address 1215, City, Country",Low
1216,1722,2025-06-24,Completed,Standard,Bank Transfer,101.09,8.09,20.58,12.96,116.8,"Address 1216, City, Country",High
1217,1829,2025-01-05,Processing,Standard,Credit Card,934.21,74.74,14.57,63.6,959.92,"Address 1217, City, Country",Low
1218,1620,2025-06-18,Completed,Standard,Digital Wallet,934.71,74.78,6.31,148.37,867.43,"Address 1218, City, Country",Low
1219,225,2024-12-13,Completed,Economy,Digital Wallet,300.39,24.03,9.6,39.56,294.46,"Address 1219, City, Country",Medium
1220,1778,2025-01-27,Completed,Express,PayPal,875.32,70.03,17.23,3.58,959.0,"Address 1220, City, Country",Low
1221,130,2024-10-02,Processing,Economy,Digital Wallet,478.65,38.29,24.08,45.54,495.48,"Address 1221, City, Country",Medium
1222,162,2025-05-13,Completed,Economy,Bank Transfer,755.26,60.42,22.6,142.62,695.66,"Address 1222, City, Country",Medium
1223,990,2025-01-31,Completed,Standard,Bank Transfer,598.7,47.9,10.03,34.63,622.0,"Address 1223, City, Country",High
1224,1975,2024-08-21,Completed,Overnight,Digital Wallet,870.14,69.61,12.3,91.47,860.58,"Address 1224, City, Country",Low
1225,64,2024-09-12,Shipped,Standard,Credit Card,899.75,71.98,7.96,114.4,865.29,"Address 1225, City, Country",Medium
1226,1834,2024-07-31,Completed,Standard,PayPal,563.5,45.08,20.34,62.4,566.52,"Address 1226, City, Country",Medium
1227,1749,2024-11-23,Completed,Standard,Credit Card,655.56,52.44,17.32,46.95,678.37,"Address 1227, City, Country",Urgent
1228,140,2025-01-12,Completed,Economy,Credit Card,151.98,12.16,5.96,23.86,146.24,"Address 1228, City, Country",Medium
1229,1176,2025-05-02,Completed,Standard,Bank Transfer,977.37,78.19,24.64,19.17,1061.04,"Address 1229, City, Country",Low
1230,1455,2024-08-18,Cancelled,Overnight,Credit Card,822.53,65.8,13.68,20.48,881.53,"Address 1230, City, Country",Medium
1231,849,2024-09-06,Completed,Economy,Digital Wallet,395.48,31.64,20.84,25.0,422.96,"Address 1231, City, Country",Urgent
1232,559,2024-10-24,Completed,Economy,Credit Card,581.84,46.55,13.32,103.37,538.34,"Address 1232, City, Country",High
1233,847,2024-07-29,Completed,Economy,Bank Transfer,736.08,58.89,22.1,57.01,760.06,"Address 1233, City, Country",Medium
1234,578,2024-08-25,Processing,Economy,PayPal,703.17,56.25,19.74,45.75,733.42,"Address 1234, City, Country",Low
1235,1745,2025-03-14,Processing,Economy,PayPal,317.23,25.38,20.86,31.01,332.46,"Address 1235, City, Country",Low
1236,938,2024-08-17,Completed,Economy,Credit Card,976.0,78.08,17.96,84.42,987.62,"Address 1236, City, Country",Medium
1237,839,2025-03-23,Shipped,Overnight,Bank Transfer,55.36,4.43,13.31,4.84,68.26,"Address 1237, City, Country",Low
1238,680,2025-01-27,Completed,Express,Credit Card,981.09,78.49,8.91,124.88,943.6,"Address 1238, City, Country",Medium
1239,612,2024-11-02,Completed,Standard,Credit Card,756.57,60.53,21.66,2.21,836.54,"Address 1239, City, Country",High
1240,1869,2025-06-21,Completed,Express,Digital Wallet,981.06,78.48,24.02,176.46,907.1,"Address 1240, City, Country",High
1241,1615,2025-06-02,Completed,Overnight,PayPal,664.23,53.14,10.67,78.61,649.42,"Address 1241, City, Country",Low
1242,138,2025-03-19,Completed,Standard,PayPal,468.11,37.45,10.64,71.58,444.62,"Address 1242, City, Country",High
1243,238,2024-07-28,Completed,Overnight,PayPal,752.63,60.21,7.14,65.95,754.03,"Address 1243, City, Country",Low
1244,643,2024-11-21,Completed,Express,Digital Wallet,488.42,39.07,24.19,18.07,533.61,"Address 1244, City, Country",Low
1245,506,2025-04-20,Completed,Economy,Credit Card,139.46,11.16,22.68,15.17,158.12,"Address 1245, City, Country",Medium
1246,349,2024-08-04,Completed,Standard,Credit Card,864.04,69.12,21.32,10.61,943.87,"Address 1246, City, Country",High
1247,1995,2025-05-18,Shipped,Standard,Digital Wallet,975.95,78.08,5.29,187.52,871.8,"Address 1247, City, Country",Low
1248,833,2025-02-08,Completed,Overnight,Credit Card,280.7,22.46,23.78,0.61,326.32,"Address 1248, City, Country",Medium
1249,1857,2024-07-05,Completed,Express,Bank Transfer,863.66,69.09,8.87,41.78,899.84,"Address 1249, City, Country",Low
1250,1993,2024-09-08,Completed,Standard,Bank Transfer,194.25,15.54,5.94,20.91,194.82,"Address 1250, City, Country",Low
1251,199,2024-07-30,Completed,Standard,Credit Card,749.4,59.95,18.55,144.96,682.93,"Address 1251, City, Country",Medium
1252,819,2024-10-15,Returned,Standard,Bank Transfer,599.39,47.95,24.01,17.76,653.6,"Address 1252, City, Country",Medium
1253,35,2025-01-25,Completed,Express,Credit Card,72.47,5.8,23.79,9.33,92.73,"Address 1253, City, Country",Low
1254,614,2025-04-13,Completed,Express,Digital Wallet,829.67,66.37,23.88,109.32,810.6,"Address 1254, City, Country",Low
1255,1802,2024-07-18,Completed,Express,Digital Wallet,358.24,28.66,18.89,42.11,363.69,"Address 1255, City, Country",Medium
1256,544,2025-06-01,Cancelled,Economy,PayPal,480.47,38.44,9.45,70.95,457.4,"Address 1256, City, Country",Low
1257,1645,2024-07-12,Completed,Economy,PayPal,634.97,50.8,9.36,98.07,597.07,"Address 1257, City, Country",High
1258,1548,2024-09-04,Cancelled,Overnight,Bank Transfer,782.8,62.62,16.78,43.05,819.16,"Address 1258, City, Country",Urgent
1259,1870,2024-12-12,Completed,Standard,Digital Wallet,191.55,15.32,10.55,24.78,192.65,"Address 1259, City, Country",High
1260,580,2024-09-30,Completed,Economy,Bank Transfer,967.28,77.38,11.78,125.38,931.06,"Address 1260, City, Country",High
1261,963,2024-11-13,Completed,Overnight,Bank Transfer,975.42,78.03,21.98,94.23,981.2,"Address 1261, City, Country",Medium
1262,1833,2024-09-22,Completed,Express,Bank Transfer,696.33,55.71,12.88,110.8,654.13,"Address 1262, City, Country",Medium
1263,368,2024-09-23,Completed,Express,Credit Card,727.7,58.22,20.93,131.65,675.19,"Address 1263, City, Country",High
1264,168,2024-12-12,Returned,Economy,PayPal,453.22,36.26,19.21,78.65,430.03,"Address 1264, City, Country",Low
1265,941,2025-02-08,Processing,Standard,Bank Transfer,208.78,16.7,10.06,32.69,202.85,"Address 1265, City, Country",High
1266,1340,2025-01-02,Completed,Express,PayPal,792.74,63.42,8.66,48.33,816.49,"Address 1266, City, Country",Urgent
1267,824,2025-05-14,Processing,Overnight,Bank Transfer,640.75,51.26,12.14,37.81,666.34,"Address 1267, City, Country",Medium
1268,1213,2025-01-18,Completed,Overnight,Credit Card,483.63,38.69,7.15,26.43,503.04,"Address 1268, City, Country",Low
1269,1197,2025-03-13,Completed,Overnight,PayPal,231.03,18.48,7.06,25.97,230.6,"Address 1269, City, Country",Medium
1270,1353,2024-07-22,Completed,Standard,Bank Transfer,630.25,50.42,17.23,92.83,605.06,"Address 1270, City, Country",High
1271,956,2025-06-04,Shipped,Standard,Credit Card,876.61,70.13,9.37,79.93,876.18,"Address 1271, City, Country",High
1272,1475,2024-11-02,Completed,Overnight,PayPal,474.8,37.98,18.13,37.08,493.83,"Address 1272, City, Country",Medium
1273,1427,2025-03-05,Completed,Economy,Digital Wallet,823.36,65.87,19.9,3.37,905.76,"Address 1273, City, Country",Medium
1274,334,2024-07-12,Completed,Express,Credit Card,949.5,75.96,19.54,2.26,1042.74,"Address 1274, City, Country",High
1275,1556,2025-04-25,Completed,Economy,Digital Wallet,75.73,6.06,6.67,6.63,81.83,"Address 1275, City, Country",Medium
1276,1954,2025-06-03,Cancelled,Overnight,Bank Transfer,458.92,36.71,9.15,87.02,417.77,"Address 1276, City, Country",High
1277,902,2025-03-15,Processing,Overnight,Credit Card,612.4,48.99,20.38,11.07,670.7,"Address 1277, City, Country",Medium
1278,822,2025-01-15,Completed,Economy,Bank Transfer,695.35,55.63,7.21,14.63,743.56,"Address 1278, City, Country",Medium
1279,892,2025-02-13,Cancelled,Overnight,PayPal,258.76,20.7,15.15,2.05,292.56,"Address 1279, City, Country",Medium
1280,605,2025-01-28,Returned,Overnight,Credit Card,259.37,20.75,14.2,16.98,277.34,"Address 1280, City, Country",Low
1281,1433,2025-04-18,Completed,Express,Digital Wallet,836.41,66.91,24.97,98.42,829.88,"Address 1281, City, Country",Medium
1282,1441,2024-07-07,Shipped,Overnight,PayPal,702.17,56.17,16.34,55.79,718.9,"Address 1282, City, Country",Low
1283,1860,2024-09-03,Completed,Economy,Digital Wallet,302.76,24.22,12.13,56.95,282.16,"Address 1283, City, Country",Low
1284,125,2025-01-22,Completed,Economy,Bank Transfer,612.42,48.99,8.67,28.04,642.05,"Address 1284, City, Country",Low
1285,1200,2025-01-17,Completed,Express,Bank Transfer,986.22,78.9,23.73,70.26,1018.59,"Address 1285, City, Country",Low
1286,1737,2025-02-13,Completed,Standard,Credit Card,969.26,77.54,9.72,134.25,922.27,"Address 1286, City, Country",Medium
1287,1278,2025-01-10,Completed,Standard,Bank Transfer,69.0,5.52,24.47,3.06,95.93,"Address 1287, City, Country",Low
1288,348,2025-04-21,Completed,Overnight,PayPal,887.26,70.98,10.1,62.1,906.24,"Address 1288, City, Country",Low
1289,147,2024-11-06,Completed,Economy,Bank Transfer,160.59,12.85,14.14,31.61,155.96,"Address 1289, City, Country",Medium
1290,1397,2025-05-01,Completed,Overnight,Bank Transfer,254.94,20.39,20.08,44.94,250.47,"Address 1290, City, Country",Urgent
1291,716,2025-04-28,Completed,Overnight,Digital Wallet,750.55,60.04,14.94,6.9,818.63,"Address 1291, City, Country",Low
1292,606,2024-07-22,Completed,Standard,Bank Transfer,386.23,30.9,16.48,29.71,403.9,"Address 1292, City, Country",Medium
1293,1688,2025-01-18,Completed,Standard,PayPal,906.37,72.51,14.09,35.72,957.25,"Address 1293, City, Country",Medium
1294,362,2025-07-03,Completed,Express,Bank Transfer,785.44,62.83,7.31,87.68,767.91,"Address 1294, City, Country",Low
1295,1643,2025-06-07,Processing,Overnight,Credit Card,426.59,34.13,23.43,6.46,477.68,"Address 1295, City, Country",Urgent
1296,1407,2024-11-14,Completed,Economy,Credit Card,613.17,49.05,16.74,64.94,614.03,"Address 1296, City, Country",High
1297,509,2025-04-15,Completed,Overnight,Credit Card,571.37,45.71,23.12,104.3,535.91,"Address 1297, City, Country",Low
1298,1792,2024-09-15,Completed,Economy,Digital Wallet,140.14,11.21,12.77,16.47,147.65,"Address 1298, City, Country",Low
1299,1754,2025-01-25,Completed,Economy,PayPal,835.16,66.81,11.93,14.29,899.61,"Address 1299, City, Country",Medium
1300,444,2025-05-22,Completed,Standard,Digital Wallet,489.7,39.18,9.42,72.35,465.95,"Address 1300, City, Country",Low
1301,856,2025-01-12,Processing,Standard,Digital Wallet,805.82,64.47,24.95,156.21,739.02,"Address 1301, City, Country",Low
1302,1468,2024-08-19,Completed,Overnight,Bank Transfer,892.72,71.42,9.9,71.12,902.92,"Address 1302, City, Country",High
1303,888,2024-10-16,Completed,Standard,Credit Card,905.85,72.47,7.83,91.97,894.17,"Address 1303, City, Country",Urgent
1304,1913,2025-01-25,Completed,Standard,PayPal,551.01,44.08,6.51,93.92,507.68,"Address 1304, City, Country",Medium
1305,1743,2024-12-24,Completed,Economy,Digital Wallet,56.57,4.53,5.22,6.16,60.16,"Address 1305, City, Country",Medium
1306,1959,2025-05-28,Completed,Standard,Digital Wallet,72.03,5.76,14.98,11.18,81.59,"Address 1306, City, Country",High
1307,1603,2025-05-06,Completed,Economy,Bank Transfer,722.57,57.81,11.57,14.82,777.13,"Address 1307, City, Country",Low
1308,1575,2024-11-14,Processing,Express,Bank Transfer,689.97,55.2,13.67,44.74,714.11,"Address 1308, City, Country",Low
1309,171,2025-01-29,Completed,Standard,Digital Wallet,873.37,69.87,9.82,33.38,919.68,"Address 1309, City, Country",Medium
1310,1158,2024-12-29,Completed,Standard,Credit Card,320.82,25.67,5.2,51.65,300.03,"Address 1310, City, Country",High
1311,271,2025-05-04,Completed,Overnight,Credit Card,937.48,75.0,8.29,101.82,918.96,"Address 1311, City, Country",Low
1312,658,2025-01-30,Completed,Standard,Credit Card,139.8,11.18,14.46,13.0,152.44,"Address 1312, City, Country",Low
1313,474,2025-01-08,Processing,Economy,Bank Transfer,496.03,39.68,16.28,1.66,550.33,"Address 1313, City, Country",Medium
1314,233,2024-11-21,Completed,Overnight,Credit Card,944.53,75.56,17.42,160.02,877.49,"Address 1314, City, Country",Medium
1315,664,2024-12-09,Processing,Overnight,Credit Card,414.76,33.18,18.16,7.75,458.34,"Address 1315, City, Country",Low
1316,461,2024-08-08,Completed,Express,Credit Card,204.2,16.34,9.11,20.13,209.53,"Address 1316, City, Country",High
1317,191,2025-04-16,Completed,Express,PayPal,296.5,23.72,21.99,11.55,330.66,"Address 1317, City, Country",Medium
1318,816,2024-07-15,Completed,Express,Credit Card,224.46,17.96,11.91,36.2,218.13,"Address 1318, City, Country",Medium
1319,789,2025-06-10,Completed,Overnight,Credit Card,135.73,10.86,10.69,7.13,150.14,"Address 1319, City, Country",Low
1320,1742,2025-01-21,Completed,Standard,Credit Card,989.06,79.13,17.68,71.43,1014.44,"Address 1320, City, Country",High
1321,551,2025-05-21,Completed,Standard,Credit Card,652.37,52.19,9.43,54.23,659.77,"Address 1321, City, Country",Low
1322,1522,2024-08-27,Completed,Overnight,Credit Card,993.81,79.5,18.87,136.52,955.66,"Address 1322, City, Country",Urgent
1323,364,2025-06-04,Completed,Standard,Digital Wallet,513.56,41.08,7.3,49.85,512.09,"Address 1323, City, Country",Medium
1324,1107,2024-08-08,Returned,Overnight,Digital Wallet,892.36,71.39,17.76,170.13,811.37,"Address 1324, City, Country",Low
1325,1610,2025-07-02,Cancelled,Economy,Bank Transfer,651.69,52.14,7.27,85.93,625.16,"Address 1325, City, Country",Low
1326,406,2025-05-08,Processing,Standard,PayPal,612.34,48.99,15.98,57.04,620.26,"Address 1326, City, Country",Low
1327,950,2024-09-23,Completed,Economy,Credit Card,795.92,63.67,13.21,108.98,763.83,"Address 1327, City, Country",High
1328,1458,2024-09-13,Completed,Express,Digital Wallet,178.19,14.25,16.94,10.01,199.37,"Address 1328, City, Country",Low
1329,891,2024-11-07,Completed,Express,PayPal,462.72,37.02,8.39,45.92,462.21,"Address 1329, City, Country",Medium
1330,1672,2025-01-04,Completed,Express,Digital Wallet,447.62,35.81,12.97,51.88,444.52,"Address 1330, City, Country",Low
1331,511,2024-09-27,Completed,Economy,Credit Card,437.61,35.01,11.48,51.25,432.84,"Address 1331, City, Country",Low
1332,573,2025-05-24,Completed,Express,Credit Card,264.86,21.19,22.0,16.35,291.69,"Address 1332, City, Country",Urgent
1333,1050,2024-10-12,Completed,Overnight,Credit Card,285.07,22.81,23.88,51.36,280.39,"Address 1333, City, Country",Low
1334,1500,2024-11-03,Completed,Economy,PayPal,829.34,66.35,20.43,48.88,867.25,"Address 1334, City, Country",Medium
1335,1985,2025-03-28,Completed,Economy,Credit Card,823.81,65.9,17.47,31.47,875.72,"Address 1335, City, Country",High
1336,1194,2024-10-15,Completed,Standard,Credit Card,305.73,24.46,23.52,17.72,335.99,"Address 1336, City, Country",Medium
1337,1357,2024-07-26,Completed,Overnight,Bank Transfer,743.25,59.46,21.4,134.34,689.77,"Address 1337, City, Country",Medium
1338,1989,2024-11-19,Completed,Standard,Bank Transfer,105.61,8.45,13.02,17.32,109.77,"Address 1338, City, Country",Low
1339,1113,2024-12-14,Cancelled,Express,Credit Card,849.31,67.94,10.54,36.47,891.32,"Address 1339, City, Country",Low
1340,1421,2024-09-03,Completed,Economy,PayPal,547.08,43.77,8.68,30.78,568.76,"Address 1340, City, Country",Low
1341,1153,2025-02-13,Completed,Standard,PayPal,677.71,54.22,7.43,100.91,638.44,"Address 1341, City, Country",Low
1342,1936,2025-03-10,Processing,Overnight,Credit Card,801.24,64.1,8.19,40.39,833.13,"Address 1342, City, Country",Low
1343,588,2024-08-03,Completed,Economy,PayPal,173.32,13.87,8.99,20.7,175.48,"Address 1343, City, Country",Low
1344,1493,2024-11-13,Completed,Express,Credit Card,945.33,75.63,24.95,129.65,916.26,"Address 1344, City, Country",Medium
1345,232,2025-03-27,Processing,Standard,Bank Transfer,439.8,35.18,6.5,65.97,415.52,"Address 1345, City, Country",Low
1346,1390,2024-11-14,Shipped,Overnight,Digital Wallet,967.35,77.39,9.05,136.33,917.46,"Address 1346, City, Country",Low
1347,265,2024-10-24,Shipped,Express,PayPal,480.05,38.4,22.11,79.07,461.5,"Address 1347, City, Country",Low
1348,843,2025-01-17,Returned,Economy,Digital Wallet,179.42,14.35,14.71,28.67,179.81,"Address 1348, City, Country",Medium
1349,87,2024-12-26,Completed,Express,Credit Card,542.32,43.39,15.95,36.27,565.38,"Address 1349, City, Country",Low
1350,260,2025-06-04,Completed,Express,PayPal,108.72,8.7,22.62,3.09,136.95,"Address 1350, City, Country",Low
1351,1057,2024-12-15,Cancelled,Express,Digital Wallet,716.12,57.29,22.41,91.82,704.01,"Address 1351, City, Country",Low
1352,146,2025-06-03,Completed,Economy,Bank Transfer,634.83,50.79,20.78,120.5,585.9,"Address 1352, City, Country",Low
1353,1832,2025-05-11,Processing,Standard,Digital Wallet,665.16,53.21,23.46,0.66,741.18,"Address 1353, City, Country",Low
1354,863,2024-12-31,Completed,Express,Bank Transfer,906.25,72.5,9.49,5.71,982.52,"Address 1354, City, Country",Medium
1355,1161,2024-10-06,Completed,Economy,PayPal,686.31,54.91,10.09,103.21,648.1,"Address 1355, City, Country",Medium
1356,231,2024-08-22,Completed,Standard,PayPal,801.95,64.16,19.43,57.6,827.95,"Address 1356, City, Country",High
1357,934,2024-09-20,Completed,Standard,PayPal,953.98,76.32,6.52,102.42,934.4,"Address 1357, City, Country",Medium
